Device: Apple iPhone9,3; eSense app version: 4.3.3; ios version: 11.3.1;
BESCHREIBUNG;WERT
NAME MESSUNG;Messung-20112019-143527;;;;
DATUM (SS:MM:SS);20.11.19 14:35:27;;;;
ZEIT (SS:MM:SS);00:02:27;;;;
MAXIMUM;8,72 µS;;;;
MINIMUM;7,53 µS;;;;
DIFFERENZ MIN/MAX;1,19 µS;;;;
DURCHSCHNITT SESSION;8,12 µS;;;;
ZUNAHME (SS:MM:SS);00:00:51;;;;
STETIG (SS:MM:SS);00:00:12;;;;
ABNAHME (SS:MM:SS);00:01:22;;;;
;;;;;
GESAMT SCR;19;;;;
% SCR DER SITZUNG;52,2%;;;;
0-5 SCR/MIN (SS:MM:SS);00:00:51;;;;
6-9 SCR/MIN (SS:MM:SS);00:01:21;;;;
10-15 SCR/MIN (SS:MM:SS);00:00:17;;;;
>16 SCR/MIN (SS:MM:SS);00:00:00;;;;
;;;;;
;;;;;
STATISTIK;;;;;
SEKUNDE;MIKROSIEMENS;ZEITSTEMPEL;SCR;SCR/MIN;MARKIERUNG
0,0;7,53;14:35:27:334;0;0;
0,2;7,55;14:35:27:534;0;0;
0,4;7,56;14:35:27:734;0;0;
0,6;7,58;14:35:27:934;0;0;
0,8;7,59;14:35:28:134;0;0;
1,0;7,60;14:35:28:334;0;0;
1,2;7,61;14:35:28:534;0;0;
1,4;7,62;14:35:28:734;0;0;
1,6;7,62;14:35:28:934;0;0;
1,8;7,63;14:35:29:134;0;0;
2,0;7,63;14:35:29:334;0;0;
2,2;7,63;14:35:29:534;0;0;
2,4;7,63;14:35:29:734;0;0;
2,6;7,63;14:35:29:934;0;0;
2,8;7,63;14:35:30:134;0;0;
3,0;7,62;14:35:30:334;0;0;
3,2;7,62;14:35:30:534;0;0;
3,4;7,62;14:35:30:734;0;0;
3,6;7,63;14:35:30:934;0;0;
3,8;7,63;14:35:31:134;0;0;
4,0;7,63;14:35:31:334;0;0;
4,2;7,63;14:35:31:534;0;0;
4,4;7,64;14:35:31:734;0;0;
4,6;7,64;14:35:31:934;0;0;
4,8;7,64;14:35:32:134;0;0;
5,0;7,64;14:35:32:334;0;0;
5,2;7,64;14:35:32:534;0;0;
5,4;7,65;14:35:32:734;0;0;
5,6;7,65;14:35:32:934;0;0;
5,8;7,65;14:35:33:134;0;0;
6,0;7,65;14:35:33:334;0;0;
6,2;7,65;14:35:33:534;0;0;
6,4;7,65;14:35:33:734;0;0;
6,6;7,64;14:35:33:934;0;0;
6,8;7,64;14:35:34:134;0;0;
7,0;7,63;14:35:34:334;0;0;
7,2;7,63;14:35:34:534;0;0;
7,4;7,63;14:35:34:734;0;0;
7,6;7,62;14:35:34:934;0;0;
7,8;7,62;14:35:35:134;0;0;
8,0;7,62;14:35:35:334;0;0;
8,2;7,62;14:35:35:534;0;0;
8,4;7,63;14:35:35:734;0;0;
8,6;7,63;14:35:35:934;0;0;
8,8;7,63;14:35:36:134;0;0;
9,0;7,63;14:35:36:334;0;0;
9,2;7,63;14:35:36:534;0;0;
9,4;7,63;14:35:36:734;0;0;
9,6;7,63;14:35:36:934;0;0;
9,8;7,63;14:35:37:134;0;0;
10,0;7,63;14:35:37:334;0;0;
10,2;7,62;14:35:37:534;0;0;
10,4;7,62;14:35:37:734;0;0;
10,6;7,62;14:35:37:934;0;0;
10,8;7,61;14:35:38:134;0;0;
11,0;7,61;14:35:38:334;0;0;
11,2;7,60;14:35:38:534;0;0;
11,4;7,60;14:35:38:734;0;0;
11,6;7,60;14:35:38:934;0;0;
11,8;7,61;14:35:39:134;0;0;
12,0;7,62;14:35:39:334;0;0;
12,2;7,64;14:35:39:534;0;0;
12,4;7,66;14:35:39:734;0;0;
12,6;7,67;14:35:39:934;0;0;
12,8;7,69;14:35:40:134;0;0;
13,0;7,69;14:35:40:334;0;0;
13,2;7,70;14:35:40:534;0;0;
13,4;7,71;14:35:40:734;0;0;
13,6;7,71;14:35:40:934;0;0;
13,8;7,71;14:35:41:134;0;0;
14,0;7,71;14:35:41:334;0;0;
14,2;7,71;14:35:41:534;0;0;
14,4;7,71;14:35:41:734;0;0;
14,6;7,71;14:35:41:934;0;0;
14,8;7,70;14:35:42:134;0;0;
15,0;7,70;14:35:42:334;0;0;
15,2;7,70;14:35:42:534;0;0;
15,4;7,70;14:35:42:734;0;0;
15,6;7,71;14:35:42:934;0;0;
15,8;7,72;14:35:43:134;0;0;
16,0;7,72;14:35:43:334;1;0;
16,2;7,72;14:35:43:534;1;0;
16,4;7,72;14:35:43:734;1;0;
16,6;7,72;14:35:43:934;1;0;
16,8;7,72;14:35:44:134;1;0;
17,0;7,73;14:35:44:334;1;0;
17,2;7,72;14:35:44:534;1;0;
17,4;7,71;14:35:44:734;1;0;
17,6;7,71;14:35:44:934;1;0;
17,8;7,71;14:35:45:134;1;0;
18,0;7,70;14:35:45:334;1;0;
18,2;7,69;14:35:45:534;1;0;
18,4;7,69;14:35:45:734;1;1;
18,6;7,68;14:35:45:934;1;1;
18,8;7,68;14:35:46:134;1;1;
19,0;7,67;14:35:46:334;1;1;
19,2;7,67;14:35:46:534;1;1;
19,4;7,66;14:35:46:734;1;1;
19,6;7,66;14:35:46:934;1;1;
19,8;7,67;14:35:47:134;1;1;
20,0;7,68;14:35:47:334;1;1;
20,2;7,69;14:35:47:534;1;1;
20,4;7,71;14:35:47:734;1;1;
20,6;7,72;14:35:47:934;1;1;
20,8;7,73;14:35:48:134;1;2;
21,0;7,73;14:35:48:334;1;2;
21,2;7,74;14:35:48:534;1;2;
21,4;7,73;14:35:48:734;1;2;
21,6;7,73;14:35:48:934;1;2;
21,8;7,73;14:35:49:134;1;2;
22,0;7,72;14:35:49:334;1;2;
22,2;7,72;14:35:49:534;1;2;
22,4;7,72;14:35:49:734;1;2;
22,6;7,71;14:35:49:934;1;2;
22,8;7,71;14:35:50:134;1;2;
23,0;7,70;14:35:50:334;0;2;
23,2;7,70;14:35:50:534;0;2;
23,4;7,69;14:35:50:734;0;2;
23,6;7,69;14:35:50:934;0;2;
23,8;7,68;14:35:51:134;0;2;
24,0;7,69;14:35:51:334;1;2;
24,2;7,70;14:35:51:534;1;2;
24,4;7,70;14:35:51:734;1;2;
24,6;7,72;14:35:51:934;1;2;
