Device: Apple iPhone10,4; eSense app version: 4.3.3; ios version: 13.2.2;
BESCHREIBUNG;WERT
NAME MESSUNG;Messung-18112019-160745;;;;
DATUM (SS:MM:SS);18.11.19 16:07:45;;;;
ZEIT (SS:MM:SS);00:02:25;;;;
MAXIMUM;6,35 µS;;;;
MINIMUM;4,87 µS;;;;
DIFFERENZ MIN/MAX;1,48 µS;;;;
DURCHSCHNITT SESSION;5,49 µS;;;;
ZUNAHME (SS:MM:SS);00:00:26;;;;
STETIG (SS:MM:SS);00:00:04;;;;
ABNAHME (SS:MM:SS);00:01:54;;;;
;;;;;
GESAMT SCR;5;;;;
% SCR DER SITZUNG;23,7%;;;;
0-5 SCR/MIN (SS:MM:SS);00:02:28;;;;
6-9 SCR/MIN (SS:MM:SS);00:00:00;;;;
10-15 SCR/MIN (SS:MM:SS);00:00:00;;;;
>16 SCR/MIN (SS:MM:SS);00:00:00;;;;
;;;;;
;;;;;
STATISTIK;;;;;
SEKUNDE;MIKROSIEMENS;ZEITSTEMPEL;SCR;SCR/MIN;MARKIERUNG
0,0;5,03;16:07:45:326;0;0;
0,2;5,03;16:07:45:526;0;0;
0,4;5,03;16:07:45:726;0;0;
0,6;5,02;16:07:45:926;0;0;
0,8;5,02;16:07:46:126;0;0;
1,0;5,02;16:07:46:326;0;0;
1,2;5,03;16:07:46:526;0;0;
1,4;5,03;16:07:46:726;0;0;
1,6;5,03;16:07:46:926;0;0;
1,8;5,03;16:07:47:126;0;0;
2,0;5,03;16:07:47:326;0;0;
2,2;5,03;16:07:47:526;0;0;
2,4;5,03;16:07:47:726;0;0;
2,6;5,03;16:07:47:926;0;0;
2,8;5,03;16:07:48:126;0;0;
3,0;5,03;16:07:48:326;0;0;
3,2;5,03;16:07:48:526;0;0;
3,4;5,03;16:07:48:726;0;0;
3,6;5,04;16:07:48:926;0;0;
3,8;5,04;16:07:49:126;0;0;
4,0;5,05;16:07:49:326;0;0;
4,2;5,05;16:07:49:526;0;0;
4,4;5,05;16:07:49:726;0;0;
4,6;5,05;16:07:49:926;0;0;
4,8;5,06;16:07:50:126;0;0;
5,0;5,06;16:07:50:326;0;0;
5,2;5,06;16:07:50:526;0;0;
5,4;5,06;16:07:50:726;0;0;
5,6;5,06;16:07:50:926;0;0;
5,8;5,05;16:07:51:126;0;0;
6,0;5,05;16:07:51:326;0;0;
6,2;5,04;16:07:51:526;0;0;
6,4;5,04;16:07:51:726;0;0;
6,6;5,04;16:07:51:926;0;0;
6,8;5,03;16:07:52:126;0;0;
7,0;5,03;16:07:52:326;0;0;
7,2;5,02;16:07:52:526;0;0;
7,4;5,02;16:07:52:726;0;0;
7,6;5,02;16:07:52:926;0;0;
7,8;5,01;16:07:53:126;0;0;
8,0;5,01;16:07:53:326;0;0;
8,2;5,00;16:07:53:526;0;0;
8,4;5,00;16:07:53:726;0;0;
8,6;5,00;16:07:53:926;0;0;
8,8;5,00;16:07:54:126;0;0;
9,0;5,00;16:07:54:326;0;0;
9,2;5,00;16:07:54:526;0;0;
9,4;5,01;16:07:54:726;0;0;
9,6;5,03;16:07:54:926;0;0;
9,8;5,04;16:07:55:126;0;0;
10,0;5,05;16:07:55:326;0;0;
10,2;5,05;16:07:55:526;0;0;
10,4;5,06;16:07:55:726;0;0;
10,6;5,07;16:07:55:926;0;0;
10,8;5,08;16:07:56:126;0;0;
11,0;5,09;16:07:56:326;0;0;
11,2;5,11;16:07:56:526;0;0;
11,4;5,14;16:07:56:726;0;0;
11,6;5,16;16:07:56:926;0;0;
11,8;5,18;16:07:57:126;0;0;
12,0;5,20;16:07:57:326;0;0;
12,2;5,22;16:07:57:526;0;0;
12,4;5,24;16:07:57:726;0;0;
12,6;5,25;16:07:57:926;0;0;
12,8;5,25;16:07:58:126;0;0;
13,0;5,26;16:07:58:326;0;0;
13,2;5,26;16:07:58:526;0;0;
13,4;5,26;16:07:58:726;0;0;
13,6;5,26;16:07:58:926;0;0;
13,8;5,25;16:07:59:126;0;0;
14,0;5,25;16:07:59:326;0;0;
14,2;5,25;16:07:59:526;0;0;
14,4;5,25;16:07:59:726;1;0;
14,6;5,24;16:07:59:926;1;0;
14,8;5,23;16:08:00:126;1;0;
15,0;5,23;16:08:00:326;1;0;
15,2;5,22;16:08:00:526;1;0;
15,4;5,22;16:08:00:726;1;0;
15,6;5,21;16:08:00:926;1;0;
15,8;5,20;16:08:01:126;1;0;
16,0;5,19;16:08:01:326;1;0;
16,2;5,18;16:08:01:526;1;0;
16,4;5,17;16:08:01:726;1;0;
16,6;5,16;16:08:01:926;1;0;
16,8;5,15;16:08:02:126;1;0;
17,0;5,13;16:08:02:326;1;0;
17,2;5,13;16:08:02:526;1;1;
17,4;5,13;16:08:02:726;1;1;
17,6;5,13;16:08:02:926;1;1;
17,8;5,13;16:08:03:126;1;1;
18,0;5,14;16:08:03:326;1;1;
18,2;5,16;16:08:03:526;1;1;
18,4;5,17;16:08:03:726;1;1;
18,6;5,19;16:08:03:926;1;1;
18,8;5,21;16:08:04:126;1;1;
19,0;5,23;16:08:04:326;1;1;
19,2;5,25;16:08:04:526;1;1;
19,4;5,26;16:08:04:726;1;1;
19,6;5,28;16:08:04:926;1;1;
19,8;5,29;16:08:05:126;1;1;
20,0;5,29;16:08:05:326;1;1;
20,2;5,29;16:08:05:526;1;1;
20,4;5,29;16:08:05:726;1;1;
20,6;5,29;16:08:05:926;1;1;
20,8;5,29;16:08:06:126;1;1;
21,0;5,29;16:08:06:326;1;1;
21,2;5,29;16:08:06:526;1;1;
21,4;5,29;16:08:06:726;1;1;
21,6;5,28;16:08:06:926;1;1;
21,8;5,27;16:08:07:126;1;1;
22,0;5,26;16:08:07:326;1;1;
22,2;5,25;16:08:07:526;1;1;
22,4;5,25;16:08:07:726;1;1;
22,6;5,24;16:08:07:926;1;1;
22,8;5,22;16:08:08:126;1;1;
23,0;5,21;16:08:08:326;0;1;
23,2;5,21;16:08:08:526;0;1;
23,4;5,20;16:08:08:726;0;1;
23,6;5,19;16:08:08:926;0;1;
23,8;5,17;16:08:09:126;0;1;
24,0;5,17;16:08:09:326;0;1;
24,2;5,16;16:08:09:526;0;1;
24,4;5,14;16:08:09:726;0;1;
24,6;5,13;16:08:09:926;0;1;
24,8;5,13;16:08:10:126;0;1;
25,0;5,12;16:08:10:326;0;1;
25,2;5,11;16:08:10:526;0;1;
25,4;5,11;16:08:10:726;0;1;
25,6;5,09;16:08:10:926;0;1;
25,8;5,09;16:08:11:126;0;1;
26,0;5,08;16:08:11:326;0;1;
26,2;5,08;16:08:11:526;0;1;
26,4;5,08;16:08:11:726;0;1;
26,6;5,07;16:08:11:926;0;1;
26,8;5,06;16:08:12:126;0;1;
27,0;5,06;16:08:12:326;0;1;
27,2;5,05;16:08:12:526;0;1;
27,4;5,05;16:08:12:726;0;1;
27,6;5,05;16:08:12:926;0;1;
27,8;5,04;16:08:13:126;0;1;
28,0;5,04;16:08:13:326;0;1;
28,2;5,03;16:08:13:526;0;1;
28,4;5,03;16:08:13:726;0;1;
28,6;5,02;16:08:13:926;0;1;
28,8;5,01;16:08:14:126;0;1;
29,0;5,01;16:08:14:326;0;1;
29,2;5,00;16:08:14:526;0;1;
29,4;5,00;16:08:14:726;0;1;
29,6;5,00;16:08:14:926;0;1;
29,8;4,99;16:08:15:126;0;1;
30,0;4,99;16:08:15:326;0;1;
30,2;4,98;16:08:15:526;0;1;
30,4;4,97;16:08:15:726;0;1;
30,6;4,97;16:08:15:926;0;1;
30,8;4,97;16:08:16:126;0;1;
31,0;4,96;16:08:16:326;0;1;
31,2;4,96;16:08:16:526;0;1;
31,4;4,96;16:08:16:726;0;1;
31,6;4,95;16:08:16:926;0;1;
31,8;4,95;16:08:17:126;0;1;
32,0;4,95;16:08:17:326;0;1;
32,2;4,95;16:08:17:526;0;1;
32,4;4,95;16:08:17:726;0;1;
32,6;4,95;16:08:17:926;0;1;
32,8;4,95;16:08:18:126;0;1;
33,0;4,95;16:08:18:326;0;1;
33,2;4,96;16:08:18:526;0;1;
33,4;4,96;16:08:18:726;0;1;
33,6;4,95;16:08:18:926;0;1;
33,8;4,95;16:08:19:126;0;1;
34,0;4,95;16:08:19:326;0;1;
34,2;4,95;16:08:19:526;0;1;
34,4;4,95;16:08:19:726;0;1;
34,6;4,95;16:08:19:926;0;1;
34,8;4,94;16:08:20:126;0;1;
35,0;4,94;16:08:20:326;0;1;
35,2;4,94;16:08:20:526;0;1;
35,4;4,94;16:08:20:726;0;1;
35,6;4,93;16:08:20:926;0;1;
35,8;4,93;16:08:21:126;0;1;
36,0;4,92;16:08:21:326;0;1;
36,2;4,92;16:08:21:526;0;1;
36,4;4,92;16:08:21:726;0;1;
36,6;4,92;16:08:21:926;0;1;
36,8;4,91;16:08:22:126;0;1;
37,0;4,91;16:08:22:326;0;1;
37,2;4,91;16:08:22:526;0;1;
37,4;4,90;16:08:22:726;0;1;
37,6;4,90;16:08:22:926;0;1;
37,8;4,89;16:08:23:126;0;1;
38,0;4,89;16:08:23:326;0;1;
38,2;4,89;16:08:23:526;0;1;
38,4;4,88;16:08:23:726;0;1;
38,6;4,88;16:08:23:926;0;1;
38,8;4,88;16:08:24:126;0;1;
39,0;4,88;16:08:24:326;0;1;
39,2;4,88;16:08:24:526;0;1;
39,4;4,87;16:08:24:726;0;1;
39,6;4,87;16:08:24:926;0;1;
39,8;4,87;16:08:25:126;0;1;
40,0;4,88;16:08:25:326;0;1;
40,2;4,91;16:08:25:526;0;1;
40,4;4,96;16:08:25:726;0;1;
40,6;5,04;16:08:25:926;0;1;
40,8;5,15;16:08:26:126;0;1;
41,0;5,27;16:08:26:326;0;1;
41,2;5,38;16:08:26:526;0;1;
41,4;5,49;16:08:26:726;0;1;
41,6;5,58;16:08:26:926;0;1;
41,8;5,66;16:08:27:126;0;1;
42,0;5,71;16:08:27:326;0;1;
42,2;5,77;16:08:27:526;0;1;
42,4;5,80;16:08:27:726;0;1;
42,6;5,83;16:08:27:926;0;1;
42,8;5,86;16:08:28:126;0;1;
43,0;5,88;16:08:28:326;0;1;
43,2;5,88;16:08:28:526;0;1;
43,4;5,89;16:08:28:726;0;1;
43,6;5,89;16:08:28:926;0;1;
43,8;5,88;16:08:29:126;0;1;
44,0;5,88;16:08:29:326;1;1;
44,2;5,88;16:08:29:526;1;1;
44,4;5,87;16:08:29:726;1;1;
44,6;5,85;16:08:29:926;1;1;
44,8;5,83;16:08:30:126;1;1;
45,0;5,82;16:08:30:326;1;1;
45,2;5,80;16:08:30:526;1;1;
45,4;5,79;16:08:30:726;1;1;
45,6;5,77;16:08:30:926;1;1;
45,8;5,75;16:08:31:126;1;1;
46,0;5,73;16:08:31:326;1;1;
46,2;5,71;16:08:31:526;1;1;
46,4;5,69;16:08:31:726;1;1;
46,6;5,66;16:08:31:926;1;1;
46,8;5,64;16:08:32:126;1;1;
47,0;5,63;16:08:32:326;1;1;
47,2;5,62;16:08:32:526;1;2;
47,4;5,61;16:08:32:726;1;2;
47,6;5,61;16:08:32:926;1;2;
47,8;5,61;16:08:33:126;1;2;
48,0;5,61;16:08:33:326;1;2;
48,2;5,62;16:08:33:526;1;2;
48,4;5,62;16:08:33:726;1;2;
48,6;5,62;16:08:33:926;1;2;
48,8;5,62;16:08:34:126;1;2;
49,0;5,61;16:08:34:326;1;2;
49,2;5,61;16:08:34:526;1;2;
49,4;5,61;16:08:34:726;1;2;
49,6;5,60;16:08:34:926;1;2;
49,8;5,59;16:08:35:126;1;2;
50,0;5,59;16:08:35:326;1;2;
50,2;5,62;16:08:35:526;1;2;
50,4;5,67;16:08:35:726;1;2;
50,6;5,73;16:08:35:926;1;2;
50,8;5,81;16:08:36:126;1;2;
51,0;5,89;16:08:36:326;1;2;
51,2;5,96;16:08:36:526;1;2;
51,4;6,03;16:08:36:726;1;2;
51,6;6,08;16:08:36:926;1;2;
51,8;6,12;16:08:37:126;1;2;
52,0;6,14;16:08:37:326;1;2;
52,2;6,17;16:08:37:526;1;2;
52,4;6,19;16:08:37:726;1;2;
52,6;6,20;16:08:37:926;1;2;
52,8;6,21;16:08:38:126;1;2;
53,0;6,21;16:08:38:326;0;2;
53,2;6,21;16:08:38:526;0;2;
53,4;6,21;16:08:38:726;0;2;
53,6;6,20;16:08:38:926;0;2;
53,8;6,19;16:08:39:126;0;2;
54,0;6,17;16:08:39:326;1;2;
54,2;6,17;16:08:39:526;1;2;
54,4;6,16;16:08:39:726;1;2;
54,6;6,14;16:08:39:926;1;2;
54,8;6,12;16:08:40:126;1;2;
55,0;6,10;16:08:40:326;1;2;
55,2;6,08;16:08:40:526;1;2;
55,4;6,05;16:08:40:726;1;2;
55,6;6,03;16:08:40:926;1;2;
55,8;6,00;16:08:41:126;1;2;
56,0;5,98;16:08:41:326;1;2;
56,2;5,96;16:08:41:526;1;2;
56,4;5,94;16:08:41:726;1;2;
56,6;5,92;16:08:41:926;1;2;
56,8;5,90;16:08:42:126;1;3;
57,0;5,88;16:08:42:326;1;3;
57,2;5,86;16:08:42:526;1;3;
57,4;5,84;16:08:42:726;1;3;
57,6;5,83;16:08:42:926;1;3;
57,8;5,81;16:08:43:126;1;3;
58,0;5,79;16:08:43:326;1;3;
58,2;5,79;16:08:43:526;1;3;
58,4;5,78;16:08:43:726;1;3;
58,6;5,76;16:08:43:926;1;3;
58,8;5,76;16:08:44:126;1;3;
59,0;5,75;16:08:44:326;1;3;
59,2;5,75;16:08:44:526;1;3;
59,4;5,74;16:08:44:726;1;3;
59,6;5,73;16:08:44:926;1;3;
59,8;5,74;16:08:45:126;1;3;
60,0;5,76;16:08:45:326;0;3;
60,2;5,79;16:08:45:526;0;3;
60,4;5,85;16:08:45:726;0;3;
60,6;5,90;16:08:45:926;0;3;
60,8;5,96;16:08:46:126;0;3;
61,0;6,03;16:08:46:326;0;3;
61,2;6,07;16:08:46:526;0;3;
61,4;6,12;16:08:46:726;0;3;
61,6;6,15;16:08:46:926;0;3;
61,8;6,18;16:08:47:126;0;3;
62,0;6,20;16:08:47:326;0;3;
62,2;6,21;16:08:47:526;0;3;
62,4;6,21;16:08:47:726;0;3;
62,6;6,21;16:08:47:926;0;3;
62,8;6,21;16:08:48:126;0;3;
63,0;6,21;16:08:48:326;0;3;
63,2;6,21;16:08:48:526;0;3;
63,4;6,20;16:08:48:726;0;3;
63,6;6,20;16:08:48:926;0;3;
63,8;6,19;16:08:49:126;1;3;
64,0;6,20;16:08:49:326;1;3;
64,2;6,21;16:08:49:526;1;3;
64,4;6,23;16:08:49:726;1;3;
64,6;6,25;16:08:49:926;1;3;
64,8;6,28;16:08:50:126;1;3;
65,0;6,30;16:08:50:326;1;3;
65,2;6,31;16:08:50:526;1;3;
65,4;6,32;16:08:50:726;1;3;
65,6;6,32;16:08:50:926;1;3;
65,8;6,33;16:08:51:126;1;3;
66,0;6,33;16:08:51:326;1;3;
66,2;6,34;16:08:51:526;1;3;
66,4;6,34;16:08:51:726;1;3;
66,6;6,35;16:08:51:926;1;4;
66,8;6,35;16:08:52:126;1;4;
67,0;6,34;16:08:52:326;1;4;
67,2;6,33;16:08:52:526;1;4;
67,4;6,33;16:08:52:726;1;4;
67,6;6,31;16:08:52:926;1;4;
67,8;6,29;16:08:53:126;1;4;
68,0;6,28;16:08:53:326;1;4;
68,2;6,26;16:08:53:526;1;4;
68,4;6,25;16:08:53:726;1;4;
68,6;6,22;16:08:53:926;1;4;
68,8;6,20;16:08:54:126;1;4;
69,0;6,18;16:08:54:326;1;4;
69,2;6,15;16:08:54:526;1;4;
69,4;6,13;16:08:54:726;1;4;
69,6;6,11;16:08:54:926;1;4;
69,8;6,09;16:08:55:126;1;4;
70,0;6,08;16:08:55:326;1;4;
70,2;6,06;16:08:55:526;1;4;
70,4;6,04;16:08:55:726;1;5;
70,6;6,02;16:08:55:926;1;5;
70,8;6,00;16:08:56:126;1;5;
71,0;6,00;16:08:56:326;1;5;
71,2;5,98;16:08:56:526;1;5;
71,4;5,96;16:08:56:726;1;5;
71,6;5,95;16:08:56:926;1;5;
71,8;5,94;16:08:57:126;1;5;
72,0;5,92;16:08:57:326;1;5;
72,2;5,92;16:08:57:526;1;5;
72,4;5,90;16:08:57:726;1;5;
